state,county_fips,status,formatted_address,latitude,longitude,year_built,listing_office_website,listing_agent_email,hoa_exists,state_fips,bedrooms,history_most_recent_price,mls_number,hoa_fee,lot_size,listing_office_phone,listing_office_name,listing_agent_name,listing_agent_phone,address_line2,price,listing_type,id,listing_agent_website,removed_date,created_date,property_type,address_line1,city,listing_office_email,last_seen_date,listed_date,bathrooms,zip_code,history_event_count,history_most_recent_event_type,history_min_price,days_on_market,mls_name,square_footage,history_max_price,history_most_recent_event_date,market_averageprice,market_medianprice,market_minprice,market_maxprice,market_averagedaysonmarket,market_mediandaysonmarket,market_mindaysonmarket,market_maxdaysonmarket,market_newlistings,market_totallistings
TX,349,Active,"Tbd 20 Acres Se County Rd, 3150, Corsicana, TX 75109",32.011019,-96.247698,,http://www.buyrclake.com,julie@teelteam.com,FALSE,48,,300000,21063736,,871200,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,3150,300000,Standard,"Tbd-20-Acres-Se-County-Rd,-3150,-Corsicana,-TX-75109",https://teelteam.com/,,2025-09-24 00:00:00+00:00,Land,Tbd 20 Acres Se County Rd,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.074000+00:00,2025-09-22 00:00:00+00:00,,75109,1,Sale Listing,300000,49,NTREIS,,300000,9/22/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"The Shores Dr, Lot 326, Corsicana, TX 75109",31.985225,-96.221874,,http://www.exprealty.com,candace@theberriergroup.com,TRUE,48,,440000,21065405,102,27661,8885197431,Exp Realty,Candace Berrier,4699515912,Lot 326,440000,Standard,"The-Shores-Dr,-Lot-326,-Corsicana,-TX-75109",http://www.theberriergroup.com,,2025-09-24 00:00:00+00:00,Land,The Shores Dr,Corsicana,tx.membership@exprealty.net,2025-11-09 06:48:17.074000+00:00,2025-09-20 00:00:00+00:00,,75109,1,Sale Listing,440000,51,NTREIS,,440000,9/20/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Cobalt Cv, Lot 182 and Bs # A31, Corsicana, TX 75109",31.98592507,-96.23647287,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,95000,21058582,110,43821,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 182 and Bs # A31,95000,Standard,"Cobalt-Cv,-Lot-182-and-Bs---A31,-Corsicana,-TX-75109",https://teelteam.com/,,2023-11-23 00:00:00+00:00,Land,Cobalt Cv,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.075000+00:00,2025-09-15 00:00:00+00:00,,75109,2,Sale Listing,95000,56,NTREIS,,95000,9/15/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"190 Cobalt Cv, Corsicana, TX 75109",31.985308,-96.235554,,https://www.lilymoorerealty.com/,lily@lilymoorerealty.com,TRUE,48,,85000,21065006,115,43908,8173447034,Lily Moore Realty,Lily Moore,8173447034,,85000,Standard,"190-Cobalt-Cv,-Corsicana,-TX-75109",https://www.lilymoorerealty.com/,,2025-09-26 00:00:00+00:00,Land,190 Cobalt Cv,Corsicana,info@lilymoorerealty.com,2025-11-09 06:48:17.075000+00:00,2025-09-25 00:00:00+00:00,,75109,1,Sale Listing,85000,46,NTREIS,,85000,9/25/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Waters Edge Lot 119 Boat Dr, Slip A11, Corsicana, TX 75109",31.99685,-96.239256,,,celestina@ebby.com,TRUE,48,,100000,21066731,83,44562,9034999909,Ebby Halliday Realtors,Celestina Hillock,9036548821,Slip A11,100000,Standard,"Waters-Edge-Lot-119-Boat-Dr,-Slip-A11,-Corsicana,-TX-75109",http://www.carterhillockgroup.com/,,2025-09-24 00:00:00+00:00,Land,Waters Edge Lot 119 Boat Dr,Corsicana,carterhillockgroup@ebby.com,2025-11-09 06:48:17.077000+00:00,2025-09-23 00:00:00+00:00,,75109,1,Sale Listing,100000,48,NTREIS,,100000,9/23/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Old Peninsula Trl, Lot 3, Corsicana, TX 75109",32.05303465,-96.32171929,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,59900,21062196,75,53143,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 3,59900,Standard,"Old-Peninsula-Trl,-Lot-3,-Corsicana,-TX-75109",https://teelteam.com/,,2024-06-21 00:00:00+00:00,Land,Old Peninsula Trl,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.079000+00:00,2025-09-17 00:00:00+00:00,,75109,2,Sale Listing,59900,54,NTREIS,,80000,9/17/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Tbd 20 Acs Hwy, 287, Corsicana, TX 75109",32.00257211,-96.25158594,,http://www.buyrclake.com,julie@teelteam.com,FALSE,48,,640000,21063758,,871200,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,287,640000,Standard,"Tbd-20-Acs-Hwy,-287,-Corsicana,-TX-75109",https://teelteam.com/,,2025-09-24 00:00:00+00:00,Land,Tbd 20 Acs Hwy,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.080000+00:00,2025-09-23 00:00:00+00:00,,75109,1,Sale Listing,640000,48,NTREIS,,640000,9/23/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Richland Cv, Lot 95, Corsicana, TX 75109",31.98641633,-96.29645534,,,connie@rogershealy.com,TRUE,48,,78000,21052356,117,52708,2143684663,Rogers Healy and Associates,Connie Ackermann,8178457520,Lot 95,78000,Standard,"Richland-Cv,-Lot-95,-Corsicana,-TX-75109",,,2025-03-06 00:00:00+00:00,Land,Richland Cv,Corsicana,rogers@rogershealy.com,2025-11-09 06:48:17.085000+00:00,2025-09-11 00:00:00+00:00,,75109,3,Sale Listing,78000,60,NTREIS,,89000,9/11/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"LA Bota Dr, Lot 146, Corsicana, TX 75109",31.99355781,-96.26840969,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,55000,21054323,38,97574,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 146,55000,Standard,"LA-Bota-Dr,-Lot-146,-Corsicana,-TX-75109",https://teelteam.com/,,2025-09-10 00:00:00+00:00,Land,LA Bota Dr,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.086000+00:00,2025-09-09 00:00:00+00:00,,75109,1,Sale Listing,55000,62,NTREIS,,55000,9/9/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"117 Diamond Point Dr, Corsicana, TX 75109",32.049684,-96.293471,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,205000,21056429,100,51052,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,,205000,Standard,"117-Diamond-Point-Dr,-Corsicana,-TX-75109",https://teelteam.com/,,2024-07-05 00:00:00+00:00,Land,117 Diamond Point Dr,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.088000+00:00,2025-09-10 00:00:00+00:00,,75109,2,Sale Listing,199999,61,NTREIS,,205000,9/10/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Richland Park, Lot 65, Corsicana, TX 75109",32.05772847,-96.32441295,,http://www.compass.com,angela.downes@compass.com,TRUE,48,,98000,21041069,75,46174,2148148100,Compass RE Texas LLC - Park Cities,Angela Downes,2145054289,Lot 65,98000,Standard,"Richland-Park,-Lot-65,-Corsicana,-TX-75109",https://www.compass.com/agents/dallas/angela-downes/,,2025-09-11 00:00:00+00:00,Land,Richland Park,Corsicana,txbroker@compass.com,2025-11-09 06:48:17.088000+00:00,2025-09-10 00:00:00+00:00,,75109,1,Sale Listing,98000,61,NTREIS,,98000,9/10/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Grandview Dr, Lot 58, Corsicana, TX 75109",32.000268,-96.246529,,http://dfwmetrosouth.yourkwoffice.com/mcj/user/homepagegetaction.do,soldbypatti@yahoo.com,TRUE,48,,49900,21018787,79,44213,8177952500,Keller Williams Lonestar DFW,Patti Taylor,9036543380,Lot 58,49900,Standard,"Grandview-Dr,-Lot-58,-Corsicana,-TX-75109",http://www.propertytechrealty.com,,2025-09-11 00:00:00+00:00,Land,Grandview Dr,Corsicana,klrw163@kw.com,2025-11-09 06:48:17.090000+00:00,2025-09-10 00:00:00+00:00,,75109,1,Sale Listing,49900,61,NTREIS,,49900,9/10/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"SE Private Road 3178 Rd, Mildred, TX 75109",32.026649,-96.339317,,exprealty.com,housesbymaritza@gmail.com,TRUE,48,,79000,21053679,58,87730,8885197431,eXp Realty LLC,Maritza Furlan Bolanos,4693354742,,79000,Standard,"SE-Private-Road-3178-Rd,-Mildred,-TX-75109",http://www.maritzafurlanbolanos.com,,2025-09-08 00:00:00+00:00,Land,SE Private Road 3178 Rd,Mildred,dunagan.ron@gmail.com,2025-11-09 06:48:17.091000+00:00,2025-09-08 00:00:00+00:00,,75109,1,Sale Listing,79000,63,NTREIS,,79000,9/8/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Se County Rd, 3150 Lot 73, Corsicana, TX 75109",32.01454535,-96.24083203,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,115000,21058571,43,131116,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,3150 Lot 73,115000,Standard,"Se-County-Rd,-3150-Lot-73,-Corsicana,-TX-75109",https://teelteam.com/,,2022-09-22 08:00:59.539000+00:00,Land,Se County Rd,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.096000+00:00,2025-09-15 00:00:00+00:00,,75109,3,Sale Listing,115000,56,NTREIS,,118000,9/15/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"18.58 Acres Hwy, 287, Mildred, TX 75109",32.073301,-96.444738,,http://www.c21bowman.com/,jeff.walkerrealty@sbcglobal.net,FALSE,48,,371600,21064833,,809345,8173547653,"CENTURY 21 Mike Bowman, Inc.",Jeffery Smith,9038743783,287,371600,Standard,"18-58-Acres-Hwy,-287,-Mildred,-TX-75109",,,2025-03-15 00:00:00+00:00,Land,18.58 Acres Hwy,Mildred,century21@c21bowman.com,2025-11-09 06:48:17.096000+00:00,2025-09-22 00:00:00+00:00,,75109,2,Sale Listing,371600,49,NTREIS,,371600,9/22/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"185 Cobalt Cv, Corsicana, TX 75109",31.985618,-96.235389,,http://www.exprealty.com,kerri.martinez@exprealty.com,TRUE,48,,58900,21054451,58,43778,8885197431,Exp Realty,Kerri Martinez,9727629303,,58900,Standard,"185-Cobalt-Cv,-Corsicana,-TX-75109",,,2023-04-26 00:00:00+00:00,Land,185 Cobalt Cv,Corsicana,tx.membership@exprealty.net,2025-11-09 06:48:17.097000+00:00,2025-09-08 00:00:00+00:00,,75109,2,Sale Listing,58900,63,NTREIS,,59500,9/8/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Triangle Shores Dr, Lot 10, Corsicana, TX 75109",31.96515649,-96.33314848,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,279000,21056439,100,48352,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 10,279000,Standard,"Triangle-Shores-Dr,-Lot-10,-Corsicana,-TX-75109",https://teelteam.com/,,2024-11-19 00:00:00+00:00,Land,Triangle Shores Dr,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.103000+00:00,2025-09-10 00:00:00+00:00,,75109,2,Sale Listing,235000,61,NTREIS,,279000,9/10/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Clubhouse Dr, Lot 15, Corsicana, TX 75109",31.996271,-96.232877,,,soniafloresrealty@gmail.com,TRUE,48,,55000,21051664,79,44213,4699552343,White Rock Realty,Sonia Flores,9727432823,Lot 15,55000,Standard,"Clubhouse-Dr,-Lot-15,-Corsicana,-TX-75109",http://dfw.properties,,2025-09-06 00:00:00+00:00,Land,Clubhouse Dr,Corsicana,banderson@breakofdawninvestments.com,2025-11-09 06:48:17.105000+00:00,2025-09-05 00:00:00+00:00,,75109,1,Sale Listing,55000,66,NTREIS,,55000,9/5/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Clubhouse Dr, Lot 17, Corsicana, TX 75109",31.998846,-96.243155,,,soniafloresrealty@gmail.com,TRUE,48,,55000,21052332,79,43778,4699552343,White Rock Realty,Sonia Flores,9727432823,Lot 17,55000,Standard,"Clubhouse-Dr,-Lot-17,-Corsicana,-TX-75109",http://dfw.properties,,2025-09-06 00:00:00+00:00,Land,Clubhouse Dr,Corsicana,banderson@breakofdawninvestments.com,2025-11-09 06:48:17.106000+00:00,2025-09-05 00:00:00+00:00,,75109,1,Sale Listing,55000,66,NTREIS,,55000,9/5/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"1564 Carter Dr, Corsicana, TX 75109",31.981194,-96.298013,,,margaret@txpremierrealty.com,TRUE,48,,249788,21050145,17,30187,9034679654,Premier Realty,Margarita Madera,8172337346,,249788,Standard,"1564-Carter-Dr,-Corsicana,-TX-75109",,,2025-09-09 00:00:00+00:00,Land,1564 Carter Dr,Corsicana,courtney@txpremierrealty.com,2025-11-09 06:48:17.106000+00:00,2025-09-08 00:00:00+00:00,,75109,1,Sale Listing,249788,63,NTREIS,,249788,9/8/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Clubhouse Dr, Lot 16, Corsicana, TX 75109",31.998598,-96.243293,,,soniafloresrealty@gmail.com,TRUE,48,,55000,21052244,79,44213,4699552343,White Rock Realty,Sonia Flores,9727432823,Lot 16,55000,Standard,"Clubhouse-Dr,-Lot-16,-Corsicana,-TX-75109",http://dfw.properties,,2025-09-06 00:00:00+00:00,Land,Clubhouse Dr,Corsicana,banderson@breakofdawninvestments.com,2025-11-09 06:48:17.108000+00:00,2025-09-05 00:00:00+00:00,,75109,1,Sale Listing,55000,66,NTREIS,,55000,9/5/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Tbd Stillwater Shrs, Lot 57, Eureka, TX 75109",32.00441,-96.292589,,http://www.compass.com,gandkhomerealtyteam@gmail.com,TRUE,48,,485000,21050396,75,108900,8175223250,Compass RE Texas LLC - Fort Worth,Kimberly Umber,4796592825,Lot 57,485000,Standard,"Tbd-Stillwater-Shrs,-Lot-57,-Eureka,-TX-75109",,,2025-02-04 00:00:00+00:00,Land,Tbd Stillwater Shrs,Eureka,txbroker@compass.com,2025-11-09 06:48:17.111000+00:00,2025-09-04 00:00:00+00:00,,75109,2,Sale Listing,485000,67,NTREIS,,500000,9/4/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Diamond Pt, Lot 8, Corsicana, TX 75109",32.048529,-96.29457,,http://www.vivorealty.com,david@vivorealty.com,TRUE,48,,180000,21049773,100,43996,2147057705,VIVO Realty,David Maez,2149243216,Lot 8,180000,Standard,"Diamond-Pt,-Lot-8,-Corsicana,-TX-75109",http://www.vivorealty.com,,2024-06-20 00:00:00+00:00,Land,Diamond Pt,Corsicana,bernice@vivorealty.com,2025-11-09 06:48:17.118000+00:00,2025-09-03 00:00:00+00:00,,75109,2,Sale Listing,180000,68,NTREIS,,180000,9/3/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"2 Acres /-Se County Rd, 3186, Corsicana, TX 75109",32.004751,-96.217096,,http://dfwmetrosouth.yourkwoffice.com/mcj/user/homepagegetaction.do,soldbypatti@yahoo.com,FALSE,48,,595000,21048524,,104544,8177952500,Keller Williams Lonestar DFW,Patti Taylor,9036543380,3186,595000,Standard,"2-Acres---Se-County-Rd,-3186,-Corsicana,-TX-75109",http://www.propertytechrealty.com,,2025-06-04 00:00:00+00:00,Land,2 Acres /-Se County Rd,Corsicana,klrw163@kw.com,2025-11-09 06:48:17.124000+00:00,2025-09-02 00:00:00+00:00,,75109,1,Sale Listing,595000,69,NTREIS,,595000,9/2/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"4027 Se County Rd, 1080, Corsicana, TX 75109",31.968183,-96.375764,2022,,pedroquiroz@judgefite.com,FALSE,48,,750000,21047817,,2651628,8006835651,JPAR - Real Estate Dallas/Oak Cliff,Pedro Quiroz,9724605200,1080,750000,Standard,"4027-Se-County-Rd,-1080,-Corsicana,-TX-75109",www.century21judgefite.com,,2025-09-03 00:00:00+00:00,Land,4027 Se County Rd,Corsicana,jp@jphomesforsale.com,2025-11-09 06:48:17.143000+00:00,2025-09-02 00:00:00+00:00,,75109,1,Sale Listing,750000,69,NTREIS,,750000,9/2/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"2170 E State Hwy, 31, Corsicana, TX 75109",32.097246,-96.431488,,http://www.c21bowman.com/,jeff.walkerrealty@sbcglobal.net,FALSE,48,,499000,21042876,,2073020,8173547653,"CENTURY 21 Mike Bowman, Inc.",Jeffery Smith,9038743783,31,499000,Standard,"2170-E-State-Hwy,-31,-Corsicana,-TX-75109",,,2024-05-01 00:00:00+00:00,Land,2170 E State Hwy,Corsicana,century21@c21bowman.com,2025-11-09 06:48:17.160000+00:00,2025-08-26 00:00:00+00:00,,75109,3,Sale Listing,499000,76,NTREIS,,650000,8/26/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Se County Rd, 2175 Lot 1, Corsicana, TX 75109",31.97915798,-96.32937279,,http://rclake.com/,angela@rclake.com,FALSE,48,,125000,21042769,,261360,9038741200,Coldwell Banker Richland Chamb,Angela Shindoll,9038741200,2175 Lot 1,125000,Standard,"Se-County-Rd,-2175-Lot-1,-Corsicana,-TX-75109",http://www.richlandchambers.net,,2025-08-27 00:00:00+00:00,Land,Se County Rd,Corsicana,more-info@rclake.com,2025-11-09 06:48:17.162000+00:00,2025-08-26 00:00:00+00:00,,75109,1,Sale Listing,125000,76,NTREIS,,125000,8/26/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Se County Rd, 2175 Lot 5, Corsicana, TX 75109",31.98004984,-96.33072462,,http://rclake.com/,angela@rclake.com,FALSE,48,,99900,21042217,,193406,9038741200,Coldwell Banker Richland Chamb,Angela Shindoll,9038741200,2175 Lot 5,99900,Standard,"Se-County-Rd,-2175-Lot-5,-Corsicana,-TX-75109",http://www.richlandchambers.net,,2025-08-26 00:00:00+00:00,Land,Se County Rd,Corsicana,more-info@rclake.com,2025-11-09 06:48:17.163000+00:00,2025-08-25 00:00:00+00:00,,75109,1,Sale Listing,99900,77,NTREIS,,99900,8/25/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"9003 Se County Rd, 2175, Corsicana, TX 75109",31.980619,-96.32978,,http://rclake.com/,angela@rclake.com,FALSE,48,,99900,21042255,,194278,9038741200,Coldwell Banker Richland Chamb,Angela Shindoll,9038741200,2175,99900,Standard,"9003-Se-County-Rd,-2175,-Corsicana,-TX-75109",http://www.richlandchambers.net,,2025-08-26 00:00:00+00:00,Land,9003 Se County Rd,Corsicana,more-info@rclake.com,2025-11-09 06:48:17.163000+00:00,2025-08-25 00:00:00+00:00,,75109,1,Sale Listing,99900,77,NTREIS,,99900,8/25/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Eagle Pt, Slips 161 & 23 and Boat, Corsicana, TX 75109",31.99465036,-96.29409865,,,lacy@903realtygroup.com,TRUE,48,,65000,21039889,75,43560,9034679654,Premier Realty,Lacy Rider,7759341655,Slips 161 & 23 and Boat,65000,Standard,"Eagle-Pt,-Slips-161-&-23-and-Boat,-Corsicana,-TX-75109",,,2025-08-25 00:00:00+00:00,Land,Eagle Pt,Corsicana,courtney@txpremierrealty.com,2025-11-09 06:48:17.169000+00:00,2025-08-24 00:00:00+00:00,,75109,1,Sale Listing,65000,78,NTREIS,,65000,8/24/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Tonkawa Trl, Lot 72, Corsicana, TX 75109",31.98895013,-96.27218561,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,45000,21035920,38,48787,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 72,45000,Standard,"Tonkawa-Trl,-Lot-72,-Corsicana,-TX-75109",https://teelteam.com/,,2025-08-22 00:00:00+00:00,Land,Tonkawa Trl,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.174000+00:00,2025-08-21 00:00:00+00:00,,75109,1,Sale Listing,45000,81,NTREIS,,45000,8/21/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Tonkawa Trl, Lot 73, Corsicana, TX 75109",31.98855657,-96.27157803,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,45000,21035962,38,49223,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 73,45000,Standard,"Tonkawa-Trl,-Lot-73,-Corsicana,-TX-75109",https://teelteam.com/,,2025-08-22 00:00:00+00:00,Land,Tonkawa Trl,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.175000+00:00,2025-08-21 00:00:00+00:00,,75109,1,Sale Listing,45000,81,NTREIS,,45000,8/21/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Tonkawa Trl, Lot 74, Corsicana, TX 75109",31.98818279,-96.27098291,,http://www.buyrclake.com,julie@teelteam.com,TRUE,48,,45000,21036324,38,48352,9038740003,RE MAX Lakeside Dreams,Julie Teel,9038740001,Lot 74,45000,Standard,"Tonkawa-Trl,-Lot-74,-Corsicana,-TX-75109",https://teelteam.com/,,2025-08-22 00:00:00+00:00,Land,Tonkawa Trl,Corsicana,julieteel@remax.net,2025-11-09 06:48:17.176000+00:00,2025-08-21 00:00:00+00:00,,75109,1,Sale Listing,45000,81,NTREIS,,45000,8/21/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,349,Active,"Diamond Pt, Lot 93, Corsicana, TX 75109",32.048529,-96.29457,,http://www.vivorealty.com,david@vivorealty.com,TRUE,48,,280000,21049752,100,45172,2147057705,VIVO Realty,David Maez,2149243216,Lot 93,280000,Standard,"Diamond-Pt,-Lot-93,-Corsicana,-TX-75109",http://www.vivorealty.com,,2025-02-13 00:00:00+00:00,Land,Diamond Pt,Corsicana,bernice@vivorealty.com,2025-11-09 06:48:17.188000+00:00,2025-09-03 00:00:00+00:00,,75109,1,Sale Listing,280000,68,NTREIS,,280000,9/3/2025,193414,125000,23000,1175000,175.82,177,2,361,3,208
TX,273,Active,"1420 Senator Carlos Truan Blvd, Lot 6, Kingsville, TX 78363",27.501942,-97.849274,,,knowerb@gmail.com,FALSE,48,,550000,452747,,379408,3613347653,Prime Real Estate,Bridget Knower,3616339057,Lot 6,550000,Standard,"1420-Senator-Carlos-Truan-Blvd,-Lot-6,-Kingsville,-TX-78363",,,2021-09-23 12:21:47.833000+00:00,Land,1420 Senator Carlos Truan Blvd,Kingsville,justin@greaterprime.com,2025-11-09 06:49:57.476000+00:00,2025-01-11 00:00:00+00:00,,78363,1,Sale Listing,550000,303,SouthTexas,,550000,1/11/2025,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"W County Rd, 2170 Lot 4, Kingsville, TX 78363",27.51379,-97.854072,1950,kwcoastalbend.com,dlkarstedt@yahoo.com,FALSE,48,,4537500,452472,,7169540,3612257900,Keller Williams Coastal Bend,David Karstedt,3619452526,2170 Lot 4,4537500,Standard,"W-County-Rd,-2170-Lot-4,-Kingsville,-TX-78363",,,,Land,W County Rd,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.477000+00:00,2025-01-03 00:00:00+00:00,,78363,1,Sale Listing,4537500,311,SouthTexas,,4537500,1/3/2025,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"2048 Isabella Dr, Lot 3, Kingsville, TX 78363",27.491194,-97.843369,,kwcoastalbend.com,cindy_alvarado@yahoo.com,TRUE,48,,30000,441135,25,7405,3612257900,Keller Williams Coastal Bend,Cynthia Alvarado,3615484870,Lot 3,30000,Standard,"2048-Isabella-Dr,-Lot-3,-Kingsville,-TX-78363",http://www.corpuscindy.com,,,Land,2048 Isabella Dr,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.480000+00:00,2024-05-03 00:00:00+00:00,,78363,1,Sale Listing,30000,556,SouthTexas,,30000,5/3/2024,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"2134 Isabella Dr, Lot 8, Kingsville, TX 78363",27.491232,-97.84272,,kwcoastalbend.com,cindy_alvarado@yahoo.com,TRUE,48,,30000,441139,25,8276,3612257900,Keller Williams Coastal Bend,Cynthia Alvarado,3615484870,Lot 8,30000,Standard,"2134-Isabella-Dr,-Lot-8,-Kingsville,-TX-78363",http://www.corpuscindy.com,,2021-09-23 07:41:30.254000+00:00,Land,2134 Isabella Dr,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.481000+00:00,2024-05-03 00:00:00+00:00,,78363,1,Sale Listing,30000,556,SouthTexas,,30000,5/3/2024,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"1504 Virginia Ave, Lot 14, Kingsville, TX 78363",27.503155,-97.84539,,kwcoastalbend.com,cindy_alvarado@yahoo.com,TRUE,48,,32000,416363,20,7405,3612257900,Keller Williams Coastal Bend,Cynthia Alvarado,3615484870,Lot 14,32000,Standard,"1504-Virginia-Ave,-Lot-14,-Kingsville,-TX-78363",http://www.corpuscindy.com,,2023-04-01 00:00:00+00:00,Land,1504 Virginia Ave,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.482000+00:00,2023-04-01 00:00:00+00:00,,78363,1,Sale Listing,32000,954,SouthTexas,,32000,4/1/2023,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"1459 Lewis St, Lot 29, Kingsville, TX 78363",27.503689,-97.844971,,kwcoastalbend.com,cindy_alvarado@yahoo.com,TRUE,48,,32000,416354,20,7841,3612257900,Keller Williams Coastal Bend,Cynthia Alvarado,3615484870,Lot 29,32000,Standard,"1459-Lewis-St,-Lot-29,-Kingsville,-TX-78363",http://www.corpuscindy.com,,,Land,1459 Lewis St,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.486000+00:00,2023-04-01 00:00:00+00:00,,78363,1,Sale Listing,32000,954,SouthTexas,,32000,4/1/2023,338174,32000,17000,4537500,152.05,136,5,357,2,86
TX,273,Active,"2064 Isabella Dr, Lot 4, Kingsville, TX 78363",27.491205,-97.843239,,kwcoastalbend.com,cindy_alvarado@yahoo.com,TRUE,48,,30000,441137,25,6970,3612257900,Keller Williams Coastal Bend,Cynthia Alvarado,3615484870,Lot 4,30000,Standard,"2064-Isabella-Dr,-Lot-4,-Kingsville,-TX-78363",http://www.corpuscindy.com,,,Land,2064 Isabella Dr,Kingsville,tammygood@kw.com,2025-11-09 06:49:57.486000+00:00,2024-05-03 00:00:00+00:00,,78363,1,Sale Listing,30000,556,SouthTexas,,30000,5/3/2024,338174,32000,17000,4537500,152.05,136,5,357,2,86
